Survey ID,Gender,Age,Own or rent,Dwelling type,Dwelling type Other,Area of College Station,Highest level of education you have completed,Years have you lived in College Station,Survey source,Attend Blinn College or Texas A&M,Number of people age 19 and older in household,City employee,Importance of attracting business and jobs,Importance of attracting tourism,Importance of programs to retain and support existing businesses,Importance of enforcing traffic laws,Importance of code enforcement services,Importance of educating the public on crime prevention,Importance of animal control services,Importance of maintaining streets and roads,"Importance of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Importance of managing traffic congestion,Importance of maintaining appearance of parks,Importance of providing a variety of recreation youth programs,Importance of providing a variety of adult recreation programs,Importance of library services,Importance of senior citizen services,"Importance of special events (Starlight Music Series, Christmas in the Park, etc.)",Importance of managing trash and recycling collection,Importance of managing stormwater drainage,Importance of police department services,Importance of fire department Services,Top 3 most important - attracting business and jobs,Top 3 most important - attracting tourism,Top 3 most important - programs to retain and support existing businesses,Top 3 most important - enforcing traffic laws,Top 3 most important - code enforcement services,Top 3 most important - educating the public on crime prevention,Top 3 most important - animal control services,Top 3 most important - maintaining streets and roads,"Top 3 most important - biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Top 3 most important - managing traffic congestion,Top 3 most important - maintaining appearance of parks,Top 3 most important - providing a variety of recreation youth programs,Top 3 most important - providing a variety of adult recreation programs,Top 3 most important - library services,Top 3 most important - senior citizen services,"Top 3 most important - special events (Starlight Music Series, Christmas in the Park, etc.)",Top 3 most important - managing trash and recycling collection,Top 3 most important - managing stormwater drainage,Top 3 most important - police department services,Top 3 most important - fire department Services,No first choice for top 3 service,No second choice for top 3 service,No third choice for top 3 service,Quality of attracting business and jobs,Quality of attracting tourism,Quality of programs to retain and support existing businesses,Quality of enforcing traffic laws,Quality of code enforcement services,Quality of educating the public on crime prevention,Quality of animal control services,Quality of maintaining streets and roads,"Quality of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Quality of managing traffic congestion,Quality of maintaining appearance of parks,Quality of providing a variety of recreation youth programs,Quality of providing a variety of adult recreation programs,Quality of library services,Quality of senior citizen services,"Quality of special events (Starlight Music Series, Christmas in the Park, etc.)",Quality of managing trash and recycling collection,Quality of managing stormwater drainage,Quality of police department services,Quality of fire department Services,Quality of water services,Quality of wastewater services (sewer),Quality of electric utility services,Additional comments about specific city services or departments,Rate College Station as a place to live,Rate your neighborhood as a place to live,Rate College Station as a place to raise a family,Rate College Station as a place to do business,Rate College Station as a place to work,Rate College Station as a place to retire,Rate College Station's overall image/reputation,Rate the value of services you receive for your tax dollars,Rate the overall quality of city services,What do you value MOST about living in College Station?,"If you could change ONE THING about College Station, what would it be",What would you say should be College Station's highest priority,What types of retail and commercial development would you like to see in College Station,How likely are you to recommend College Station as a place to live,"Agree with this statement, College Station is moving in the right direction as a community",Importance of availability of open space,How could the city's customer service be improved,Importance of quality shopping opportunities,Importance of overall appearance of college station,Importance of appearance of neighborhoods,Importance of availability of medical/health care facilities,Importance of recreational opportunities,Importance of educational opportunities,Importance of entertainment opportunities,Importance of cultural activities,Importance of opportunities to participate in local government,Importance of ease of car travel around town,Importance of job opportunities,Importance of business opportunities,"Importance of support of sustainability, environmental and green issues",Importance of volunteer opportunities,Importance of quality of business and service establishments,Importance of quality of new development,Importance of ease of bicycle travel around town,Importance of sense of community,Importance of availability of quality affordable housing,Top 3 most important -  quality shopping opportunities,Top 3 most important -  overall appearance of college station,Top 3 most important -  appearance of neighborhoods,Top 3 most important -  availability of medical/health care facilities,Top 3 most important -  recreational opportunities,Top 3 most important -  educational opportunities,Top 3 most important -  entertainment opportunities,Top 3 most important -  cultural activities,Top 3 most important -  opportunities to participate in local government,Top 3 most important -  ease of car travel around town,Top 3 most important -  job opportunities,Top 3 most important -  business opportunities,"Top 3 most important -  support of sustainability, environmental and green issues",Top 3 most important -  volunteer opportunities,Top 3 most important -  quality of business and service establishments,Top 3 most important -  quality of new development,Top 3 most important -  availability of open space,Top 3 most important -  ease of bicycle travel around town,Top 3 most important -  sense of community,Top 3 most important -  availability of quality affordable housing,No first choice for top 3 community characteristic,No second choice for top 3 community characteristic,No third choice for top 3 community characteristic,Have you had any contact with a city employee(s) in the last 12 months,"Impression with the city employee(s) regarding their courtesy, knowledge and responsiveness",How safe do you feel in your neighborhood,Do you think crime in College Station is increasing or decreasing,Information preference about city government activities - city website (cstx.gov),Information preference about city government activities - local newspapers,Information preference about city government activities - city cable channel (Ch. 19),Information preference about city government activities - Local radio stations,Information preference about city government activities - Utility bill newsletter,Information preference about city government activities - Local TV stations,"Information preference about city government activities - Social media (Facebok, Twitter, etc.)",Information preference about city government activities - Other,Information preference Other,Top 3 communication method - city website (cstx.gov),Top 3 communication method - local newspapers,Top 3 communication method - city cable channel (Ch. 19),Top 3 communication method - local radio stations,Top 3 communication method - utility bill newsletter,Top 3 communication method - local TV stations,"Top 3 communication method - social media (Facebok, Twitter, etc.)",No first choice for top 3 communication method,No second choice for top 3 communication method,No third choice for top 3 communication method,"Do you receive enough information about city programs, activities and events?",How could the city improve its public communication efforts?,Rate quality of Southwood Community Center,Rate quality of Lincoln Recreation Center,Rate quality of College Station City Hall,Rate quality of Municipal Court,Importance for for the city to provide additional facilities for senior activities and programs,Importance for for the city to provide additional facilities for youth activities and programs,Importance for for the city to provide additional facilities for community meeting and activity space,Importance for for the city to provide additional facilities for city of ces and services,Additional comments about College Station's municipal buildings and facilities,Age groups represented by children in household first choice,Age groups represented by children in household second choice,Age groups represented by children in household third choice,Age groups represented by children in household fourth choice,location
11,Female,65 or older,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,,11 to 20 years,Online,Neither,Two,No,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,,,,3,,2,1,,,,Good,Good,Good,Fair,Poor,Fair,Fair,Fair,Good,Poor,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Good,NO,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Community atmosphere,Better traffic control.,Not putting student housing in single family neighborhoods!,Bring back Friday's restaurant.,2,2,1,,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Very Important,,,1,,,,,,,3,,,,,,,,,2,,,,,Yes,Good,Very Safe,Increasing,Local TV stations,,,,,,,,,,,,,,1,2,,,3,No,,Fair,Poor,Fair,Fair,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.5319423, -96.2972832)"
12,Female,45-54,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Some college or technical school,More than 20 years,Online,Neither,Three,No,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,2,,,1,,,,3,,,,,,,,,,,,Good,Fair,Fair,Fair,Poor,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Excellent,Fair,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,"In my opinion, we need more staff for CSPD and code enforcement. No point in having rules/laws if we don't have staff to enforce it. Also public transportation is almost non existent. College Station would benefit from a family friendly trolley system like San Antonio has.",Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Good,Good,"Having lived here for 30 something years, I've always felt College Station is a safe place to live. Historically, residents have been highly educated, as they were generally associated with TAMU. But our population is changing as more people come here. I don't want anymore growth & development. More people means more problems.",I would like the mayor & city council to put residents first and not money.,Maintaining a safe community for families to raise their kids.,"I'd like to see the city develop a community center of some kind. But that's not been a priority. I guess there's no stopping development, so I'd like to see more family friendly places like grand station, or Pooh's Park. Brenham has Horseshoe Junction. The carnival at the mall doesn't count.",1,2,1,City secretary office is always quick to respond and extremely knowledgeable.,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,,3,,,,,,,2,,,,,,,,,,1,,,,,Yes,Excellent,Very Safe,Increasing,Local radio stations,Utility bill newsletter,Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,3,1,2,,,,Yes,"Advertise, flyers in mail, Facebook messages to have people sign up for emails from the city.",Fair,Poor,Poor,Good,Very Important,Very Important,Very Important,Somewhat Important,We haven't had a city or community center in years (big enough to host larger events than Southwood can accommodate). So many other cities have one. It's time we did too.,None under 19 in household,,,,"(30.639968, -96.2746347)"
13,Male,35-44,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,More than 20 years,Online,Neither,Two,No,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,,,,3,,1,2,,,,Fair,Fair,Fair,Good,Fair,Fair,No Opinion,Good,Good,Fair,Fair,Good,Fair,No Opinion,No Opinion,Fair,Excellent,Fair,Excellent,Excellent,Good,Good,Good,"The new recycling program has been good. No first hand experience, but I hear a lot about how difficult the city is to work with in regards to new businesses locating here.",Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Small city feel.,I think if the city council/city continue to be overly 'conservative' in relation to parks funding that the parks and open space will continue in the downward trend.,Things associated with the tremendous growth - traffic (mainly).,,1,2,2,,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,,,,,,,,,,1,,2,,,,,,,3,,,,,Yes,Excellent,Very Safe,Increasing,Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,,,,3,,,,,2,1,,,,Yes,,Good,No Opinion,Poor,No Opinion,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,, to 12 years old,,,,"(30.6256267, -96.253038)"
14,Female,55-64,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Graduated high school,More than 20 years,Online,Neither,Two,No,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,,,,3,,,,,,,,,,,,,,,1,2,,,,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Fair,Good,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,No Opinion,Good,Good,Good,Good,Good,,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Good,Quality of Life,Texting and Driving Laws,,,1,1,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,,,,,,,,,,3,1,2,,,,,,,,,,,,No,,Very Safe,Increasing,Local radio stations,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,,3,,2,1,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,,None under 19 in household,,,,"(30.5319423, -96.2972832)"
15,Male,35-44,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,11 to 20 years,Online,Neither,Two,No,Very Important,Not Important At All,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Not Important At All,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,,,1,,2,,,,,3,,,,,,,,,,,,,,No Opinion,Fair,No Opinion,Fair,Fair,Fair,Fair,Fair,Good,Poor,Good,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Fair,Good,Good,,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Good,,,,,1,1,1,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,3,,,,,,,,,,2,,,,,,,,,1,,,,Yes,Good,Very Safe,Increasing,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,2,,,1,,,3,No,,No Opinion,No Opinion,No Opinion,No Opinion,Not Important At All,Not Important At All,Not Important At All,Not Important At All,,Under  years old,,,,"(30.5319423, -96.2972832)"
16,Male,55-64,Own,Single-family unit,,Area D - South of Bird Pond Rd. and East of Hwy. 6,,7 to 10 years,Online,Neither,One,No,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,3,,,,,,,,,,,1,2,,,,Good,Good,No Opinion,Good,Poor,Poor,Good,Fair,Fair,Good,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,,Excellent,Excellent,Excellent,Good,Poor,Excellent,Excellent,Fair,Good,Perceived crime rate as compared to other cities,"Substandard roads, especially those annexed into the city and not addressed in a timely manner",Increase police and fire coverage based upon the rapid population growth and annexation,"Less condensed apartment complexes and high rises and more neighborhood type housing.  Currently, there are too many residents in certain areas, e.g., the Northgate to College St. area.",2,2,1,,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,,,,,,,,,,1,2,,3,,,,,,,,,,,Yes,Excellent,Somewhat Safe,Increasing,Utility bill newsletter,Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,,3,1,2,,,,Yes,,Fair,Poor,Fair,Good,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,,None under 19 in household,,,,"(30.6256267, -96.253038)"
22,Male,25-34,Rent,Apartment,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,,Less than 3 years,Online,Texas A&M,One,Yes,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,2,,,,,,,,,3,,,,,,,,,1,,,,,Fair,Fair,Fair,Good,Good,Good,Fair,Good,Good,Fair,Fair,No Opinion,Fair,Good,No Opinion,Fair,Good,Good,Good,Good,Good,Good,Good,,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,,,,,2,2,3,,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Very Important,,,,,,3,,,,2,1,,,,,,,,,,,,,No,,Very Safe,Staying the Same,City website (cstx.gov),Local newspapers,,,,,,,,1,2,,,,3,,,,,No,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.595071, -96.329426)"
17,Female,55-64,Own,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Graduated high school,More than 20 years,Online,Texas A&M,Two,Yes,Not Important At All,Not Important At All,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,3,,,,,,,,,,,,,,1,2,,,,No Opinion,No Opinion,No Opinion,Fair,Poor,Fair,Poor,Poor,Poor,Poor,Fair,Good,Fair,Excellent,Fair,Good,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,The city really needs to do something with code enforcement in the older neighborhoods.  Especially those with a large percentage or rental property.,Fair,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,2,4,1,,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,,,,1,,,,,,3,,,,,,,,,,2,,,,No,,Somewhat Safe,Increasing,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,3,,,,2,1,,,,Yes,,Good,Fair,Fair,Good,Very Important,Very Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.595071, -96.329426)"
18,Female,55-64,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated high school,More than 20 years,Online,Neither,Two,No,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,3,,,,2,,,,,,,,,,,1,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,safety - police protection,there are other living here other than students. wish the retail clothing/department stores reflected and supported adults. it appears that the mall and other centers are carrying items to attract the 18-25 year olds and not attracting the over 40 crowd.,1,2,2,,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,,,,1,,,,,3,,2,,,,,,,,,,,,,Yes,Excellent,Very Safe,Staying the Same,Local TV stations,,,,,,,,,2,,3,,,1,,,,,Yes,,No Opinion,No Opinion,Good,Good,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
19,Male,25-34,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,3 to  years,Online,Neither,Two,Yes,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,Not Important At All,Not Important At All,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,3,,,,,,,,,1,,,,,,,,,2,,,,,Poor,Poor,No Opinion,Fair,No Opinion,Fair,Good,Good,Good,Poor,Good,Good,Good,No Opinion,No Opinion,Good,No Opinion,Good,Excellent,Excellent,No Opinion,No Opinion,No Opinion,,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,"The mixed atmosphere of residents and college age kids slows the town from aging.  The overall feel of it turning into a big city from something so much smaller also provides a sense of hope for residents, whether they like it or not.","I'd program a better way to manage traffic.  Rock Prairie, the entire stretch from 6 to Wellborn is a nightmare between 4:30-5:30pm.  Others too but South CS seems to get neglected in this regard.","Business development!  A city can only sustain for so long on restaurants.  Although A&M is great, think about College Station without it students, alumni, the supporting food and bars.... What would CS be left with?  We need to make our own mark on the world.........","What does Dallas, Houston, SanAn have that we don't...",2,2,1,Duplicate and hire said employee,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Not Important At All,Not Important At All,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Not Important At All,Not Important At All,,,,3,,,,,,,2,1,,,,,,,,,,,,Yes,Excellent,Somewhat Safe,Decreasing,City website (cstx.gov),"Social media (Facebook, Twitter, etc.)",,,,,,,,1,3,,,,,2,,,,No,Email newsletters,No Opinion,No Opinion,No Opinion,No Opinion,Not Important At All,Not Important At All,Not Important At All,Not Important At All,,Under  years old,,,,"(30.5319423, -96.2972832)"
